ID;Failure;Total Time (ms);Time Filtering (ms);Timed Out;Restarts Count;Time Restarting (ms);Query;Input Shapes;Output Shapes
11;success;86;68;false;0;0;CONSTRUCT { ?v2 a :C1 . ?v1 :p4 ?v2 . ?v3 :p5 ?v2 } WHERE { ?v1 :p1 ?v2 . ?v1 :p2 ?v3 . ?v3 :p3 ?v1 };;∃-:p5.shar:T ⊑ :C1,∃:p4.shar:T ⊑ ∃:p4.:C1,∃-:p4.shar:T ⊑ :C1,∃-:p4.shar:T ⊑ ∀:p4.:C1,∃:p5.shar:T ⊑ ∃:p5.:C1,∃-:p5.shar:T ⊑ ∀:p5.:C1,∃-:p5.shar:T ⊑ ∀:p4.:C1,∃-:p4.shar:T ⊑ ∀:p5.:C1
12;success;25;7;false;0;0;CONSTRUCT { ?v2 :p4 ?v1 . ?v1 :p5 ?v2 . ?v3 :p6 ?v1 } WHERE { ?v1 :p1 ?v2 . ?v3 :p2 ?v2 . ?v1 :p3 ?v2 };;
13;success;70;54;false;0;0;CONSTRUCT { ?v3 a :C2 . ?v1 :p3 ?v3 . ?v2 :p4 ?v3 } WHERE { ?v1 a :C1 . ?v2 :p1 ?v3 . ?v2 :p2 ?v3 };;∃:p3.shar:T ⊑ ∃:p3.:C2,∃-:p4.shar:T ⊑ ∀:p3.:C2,∃:p4.shar:T ⊑ ∃:p4.:C2,∃-:p4.shar:T ⊑ ∀:p4.:C2,∃-:p3.shar:T ⊑ ∀:p4.:C2,∃-:p3.shar:T ⊑ ∀:p3.:C2,∃-:p3.shar:T ⊑ :C2,∃-:p4.shar:T ⊑ :C2
14;success;25;7;false;0;0;CONSTRUCT { ?v3 :p3 ?v2 . ?v3 :p4 ?v1 . ?v2 :p5 ?v1 } WHERE { ?v1 :p1 ?v2 . ?v2 :p2 ?v3 . ?v2 :p3 ?v1 };;
15;success;28;10;false;0;0;CONSTRUCT { ?v3 :p4 ?v1 . ?v3 :p5 ?v1 . ?v3 :p6 ?v1 } WHERE { ?v1 :p1 ?v2 . ?v3 :p2 ?v2 . ?v2 :p3 ?v1 };;
16;success;23;9;false;0;0;CONSTRUCT { ?v3 :p2 ?v1 . ?v3 :p3 ?v2 . ?v2 :p4 ?v3 } WHERE { ?v1 a :C1 . ?v2 a :C1 . ?v3 :p1 ?v2 };;
17;success;78;59;false;0;0;CONSTRUCT { ?v2 :p4 ?v3 . ?v1 :p5 ?v3 . ?v3 a :C1 } WHERE { ?v1 :p1 ?v2 . ?v3 :p2 ?v2 . ?v2 :p3 ?v1 };;∃-:p5.shar:T ⊑ :C1,∃:p4.shar:T ⊑ ∃:p4.:C1,∃-:p4.shar:T ⊑ :C1,∃-:p4.shar:T ⊑ ∀:p4.:C1,∃:p5.shar:T ⊑ ∃:p5.:C1,∃-:p5.shar:T ⊑ ∀:p5.:C1,∃-:p5.shar:T ⊑ ∀:p4.:C1,∃-:p4.shar:T ⊑ ∀:p5.:C1
18;success;44;35;false;0;0;CONSTRUCT { ?v3 :p4 ?v2 . ?v3 :p5 ?v1 . ?v2 a :C1 } WHERE { ?v1 :p1 ?v2 . ?v3 :p2 ?v1 . ?v1 :p3 ?v2 };;∃:p4.shar:T ⊑ ∃:p4.:C1,∃-:p4.shar:T ⊑ :C1,∃-:p4.shar:T ⊑ ∀:p4.:C1,∃:p5.shar:T ⊑ ∃:p4.:C1,∃-:p5.shar:T ⊑ ∀:p4.:C1
19;success;15;7;false;0;0;CONSTRUCT { ?v2 :p4 ?v3 . ?v1 :p5 ?v3 . ?v2 :p5 ?v1 } WHERE { ?v1 :p1 ?v2 . ?v3 :p2 ?v2 . ?v2 :p3 ?v3 };;
20;success;53;40;false;0;0;CONSTRUCT { ?v2 :p3 ?v1 . ?v3 a :C1 . ?v3 :p4 ?v1 } WHERE { ?v1 :p1 ?v2 . ?v3 :p2 ?v2 };;∃-:p4.shar:T ⊑ ∃-:p4.:C1,∃:p4.shar:T ⊑ :C1,∃:p3.shar:T ⊑ ∀-:p4.:C1,∃-:p3.shar:T ⊑ ∃-:p4.:C1,∃:p4.shar:T ⊑ ∀-:p4.:C1
